source_path,target_path,classification,content_relation,recommended_action,risk_level,reason,validation_required,final_action
docs/api-contract.yaml,docs/api-contract.yaml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/cost-model.md,docs/cost-model.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/devops-runbook.md,docs/devops-runbook.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/legal.md,docs/legal.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/openapi.yaml,docs/openapi.yaml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/privacy-policy.md,docs/privacy-policy.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/terms-of-service.md,docs/terms-of-service.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/trade_recommendation_architecture.md,docs/trade_recommendation_architecture.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/ui-component-spec.md,docs/ui-component-spec.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/.firebaserc,firebase/.firebaserc,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/firebase.json,firebase/firebase.json,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/firestore.indexes.json,firebase/firestore.indexes.json,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/firestore.rules,firebase/firestore.rules,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/functions/.gitignore,firebase/functions/.gitignore,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/functions/package.json,firebase/functions/package.json,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/functions/src/admin_setup.ts,firebase/functions/src/admin_setup.ts,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/functions/src/index.ts,firebase/functions/src/index.ts,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/functions/src/mapping.ts,firebase/functions/src/mapping.ts,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/functions/test/mapping.test.js,firebase/functions/test/mapping.test.js,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/functions/tsconfig.json,firebase/functions/tsconfig.json,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/storage.rules,firebase/storage.rules,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/test/package.json,firebase/test/package.json,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
firebase/test/rules.spec.mjs,firebase/test/rules.spec.mjs,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/.flutter-plugins,flutter_app/.flutter-plugins,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/.gitignore,flutter_app/.gitignore,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/README.md,flutter_app/README.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/analysis_options.yaml,flutter_app/analysis_options.yaml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/assets/images/najm_logo.png,flutter_app/assets/images/najm_logo.png,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/assets/legal/privacy-policy.md,flutter_app/assets/legal/privacy-policy.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/assets/legal/release-notes.md,flutter_app/assets/legal/release-notes.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/assets/legal/terms-of-service.md,flutter_app/assets/legal/terms-of-service.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/crew_intelligence_platform.iml,flutter_app/crew_intelligence_platform.iml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/l10n.yaml,flutter_app/l10n.yaml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/constants/app_constants.dart,flutter_app/lib/core/constants/app_constants.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/models/filter_models.dart,flutter_app/lib/core/models/filter_models.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/credential_manager.dart,flutter_app/lib/core/roster_sync/credential_manager.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/providers/cae_crew_access_connector.dart,flutter_app/lib/core/roster_sync/providers/cae_crew_access_connector.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/providers/ics_feed_connector.dart,flutter_app/lib/core/roster_sync/providers/ics_feed_connector.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/providers/ics_normalizer.dart,flutter_app/lib/core/roster_sync/providers/ics_normalizer.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/roster_connector.dart,flutter_app/lib/core/roster_sync/roster_connector.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/roster_sync_api.dart,flutter_app/lib/core/roster_sync/roster_sync_api.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/roster_sync_providers.dart,flutter_app/lib/core/roster_sync/roster_sync_providers.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/sync_models.dart,flutter_app/lib/core/roster_sync/sync_models.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/roster_sync/sync_service.dart,flutter_app/lib/core/roster_sync/sync_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/services/connectivity_service.dart,flutter_app/lib/core/services/connectivity_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/services/line_search_service.dart,flutter_app/lib/core/services/line_search_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/services/notification_service.dart,flutter_app/lib/core/services/notification_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/services/offline_cache_service.dart,flutter_app/lib/core/services/offline_cache_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/services/storage_service.dart,flutter_app/lib/core/services/storage_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/services/upload_roster_widget.dart,flutter_app/lib/core/services/upload_roster_widget.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/theme/app_theme.dart,flutter_app/lib/core/theme/app_theme.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/utils/content_filter.dart,flutter_app/lib/core/utils/content_filter.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/core/utils/period_utils.dart,flutter_app/lib/core/utils/period_utils.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/knowledge_center/models/knowledge_models.dart,flutter_app/lib/features/admin/knowledge_center/models/knowledge_models.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/knowledge_center/providers/knowledge_providers.dart,flutter_app/lib/features/admin/knowledge_center/providers/knowledge_providers.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/knowledge_center/screens/document_detail_screen.dart,flutter_app/lib/features/admin/knowledge_center/screens/document_detail_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/knowledge_center/screens/knowledge_center_screen.dart,flutter_app/lib/features/admin/knowledge_center/screens/knowledge_center_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/knowledge_center/services/knowledge_center_service.dart,flutter_app/lib/features/admin/knowledge_center/services/knowledge_center_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/knowledge_center/widgets/knowledge_widgets.dart,flutter_app/lib/features/admin/knowledge_center/widgets/knowledge_widgets.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/subscription_admin/screens/plan_editor_screen.dart,flutter_app/lib/features/admin/subscription_admin/screens/plan_editor_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/subscription_admin/screens/promo_campaign_screen.dart,flutter_app/lib/features/admin/subscription_admin/screens/promo_campaign_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/subscription_admin/screens/subscription_control_panel_screen.dart,flutter_app/lib/features/admin/subscription_admin/screens/subscription_control_panel_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/subscription_admin/screens/user_subscription_lookup_screen.dart,flutter_app/lib/features/admin/subscription_admin/screens/user_subscription_lookup_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/admin/subscription_admin/widgets/feature_access_toggle_grid.dart,flutter_app/lib/features/admin/subscription_admin/widgets/feature_access_toggle_grid.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/assistant/ask_operations_screen.dart,flutter_app/lib/features/assistant/ask_operations_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/assistant/assistant_screen.dart,flutter_app/lib/features/assistant/assistant_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/bids/bids_screen.dart,flutter_app/lib/features/bids/bids_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/home/home_screen.dart,flutter_app/lib/features/home/home_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/models/intelligence_models.dart,flutter_app/lib/features/intelligence/models/intelligence_models.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/providers/intelligence_providers.dart,flutter_app/lib/features/intelligence/providers/intelligence_providers.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/screens/comparison_screen.dart,flutter_app/lib/features/intelligence/screens/comparison_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/screens/line_dashboard_screen.dart,flutter_app/lib/features/intelligence/screens/line_dashboard_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/screens/pairing_detail_screen.dart,flutter_app/lib/features/intelligence/screens/pairing_detail_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/screens/search_screen.dart,flutter_app/lib/features/intelligence/screens/search_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/screens/upload_screen.dart,flutter_app/lib/features/intelligence/screens/upload_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/screens/upload_search_comparison_screens.dart,flutter_app/lib/features/intelligence/screens/upload_search_comparison_screens.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/intelligence/widgets/all_widgets.dart,flutter_app/lib/features/intelligence/widgets/all_widgets.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/models/city.dart,flutter_app/lib/features/layover/models/city.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/models/recommendation.dart,flutter_app/lib/features/layover/models/recommendation.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/screens/add_recommendation_screen.dart,flutter_app/lib/features/layover/screens/add_recommendation_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/screens/cities_hub_screen.dart,flutter_app/lib/features/layover/screens/cities_hub_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/screens/city_detail_screen.dart,flutter_app/lib/features/layover/screens/city_detail_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/screens/saved_screen.dart,flutter_app/lib/features/layover/screens/saved_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/services/auth_service.dart,flutter_app/lib/features/layover/services/auth_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/services/layover_service.dart,flutter_app/lib/features/layover/services/layover_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/widgets/category_tab_bar.dart,flutter_app/lib/features/layover/widgets/category_tab_bar.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/layover/widgets/filter_bar.dart,flutter_app/lib/features/layover/widgets/filter_bar.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/legal/legal_document_screen.dart,flutter_app/lib/features/legal/legal_document_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/onboarding/disclaimer_screen.dart,flutter_app/lib/features/onboarding/disclaimer_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/onboarding/onboarding_screen.dart,flutter_app/lib/features/onboarding/onboarding_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/profile/preferences_screen.dart,flutter_app/lib/features/profile/preferences_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/profile/providers/profile_providers.dart,flutter_app/lib/features/profile/providers/profile_providers.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/profile/salary_calculator_screen.dart,flutter_app/lib/features/profile/salary_calculator_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/profile/widgets/profile_widgets.dart,flutter_app/lib/features/profile/widgets/profile_widgets.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/rest_legality/models/rest_models.dart,flutter_app/lib/features/rest_legality/models/rest_models.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/rest_legality/providers/rest_providers.dart,flutter_app/lib/features/rest_legality/providers/rest_providers.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/rest_legality/screens/rest_calculator_screen.dart,flutter_app/lib/features/rest_legality/screens/rest_calculator_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/rest_legality/screens/trade_legality_screen.dart,flutter_app/lib/features/rest_legality/screens/trade_legality_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/rest_legality/services/rest_legality_service.dart,flutter_app/lib/features/rest_legality/services/rest_legality_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/rest_legality/widgets/timeline_widget.dart,flutter_app/lib/features/rest_legality/widgets/timeline_widget.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/settings/roster_sources_screens.dart,flutter_app/lib/features/settings/roster_sources_screens.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/settings/settings_screen.dart,flutter_app/lib/features/settings/settings_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/models/subscription_models.dart,flutter_app/lib/features/subscription/models/subscription_models.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/providers/subscription_providers.dart,flutter_app/lib/features/subscription/providers/subscription_providers.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/screens/account_history_screen.dart,flutter_app/lib/features/subscription/screens/account_history_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/screens/referral_screen.dart,flutter_app/lib/features/subscription/screens/referral_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/screens/upgrade_screen.dart,flutter_app/lib/features/subscription/screens/upgrade_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/services/subscription_service.dart,flutter_app/lib/features/subscription/services/subscription_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/widgets/feature_gate_wrapper.dart,flutter_app/lib/features/subscription/widgets/feature_gate_wrapper.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/widgets/upgrade_prompt_sheet.dart,flutter_app/lib/features/subscription/widgets/upgrade_prompt_sheet.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/subscription/widgets/usage_limit_banner.dart,flutter_app/lib/features/subscription/widgets/usage_limit_banner.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/models.dart,flutter_app/lib/features/trades/recommendation/models.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/preference_insights_screen.dart,flutter_app/lib/features/trades/recommendation/preference_insights_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/recommendation_provider.dart,flutter_app/lib/features/trades/recommendation/recommendation_provider.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/trade_recommendation_service.dart,flutter_app/lib/features/trades/recommendation/trade_recommendation_service.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/trade_search_screen.dart,flutter_app/lib/features/trades/recommendation/trade_search_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/widgets/cold_start_banner.dart,flutter_app/lib/features/trades/recommendation/widgets/cold_start_banner.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/widgets/match_card.dart,flutter_app/lib/features/trades/recommendation/widgets/match_card.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/widgets/prn_workflow_sheet.dart,flutter_app/lib/features/trades/recommendation/widgets/prn_workflow_sheet.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/widgets/score_breakdown_sheet.dart,flutter_app/lib/features/trades/recommendation/widgets/score_breakdown_sheet.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/recommendation/widgets/search_header.dart,flutter_app/lib/features/trades/recommendation/widgets/search_header.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/trade_intel_screens.dart,flutter_app/lib/features/trades/trade_intel_screens.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/trade_search_screen.dart,flutter_app/lib/features/trades/trade_search_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/features/trades/trades_screen.dart,flutter_app/lib/features/trades/trades_screen.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/shared/constants/constants.dart,flutter_app/lib/shared/constants/constants.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/shared/l10n/app_ar.arb,flutter_app/lib/shared/l10n/app_ar.arb,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/shared/widgets/legality_badge.dart,flutter_app/lib/shared/widgets/legality_badge.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/shared/widgets/mode_switcher.dart,flutter_app/lib/shared/widgets/mode_switcher.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/shared/widgets/offline_widgets.dart,flutter_app/lib/shared/widgets/offline_widgets.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/lib/shared/widgets/skeleton_loader.dart,flutter_app/lib/shared/widgets/skeleton_loader.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/pubspec.yaml,flutter_app/pubspec.yaml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/test/unit/app_constants_test.dart,flutter_app/test/unit/app_constants_test.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/test/unit/content_filter_test.dart,flutter_app/test/unit/content_filter_test.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/test/unit/ics_normalizer_test.dart,flutter_app/test/unit/ics_normalizer_test.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/test/unit/profile_test.dart,flutter_app/test/unit/profile_test.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/test/unit/roster_sync_test.dart,flutter_app/test/unit/roster_sync_test.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/test/widget/legal_document_test.dart,flutter_app/test/widget/legal_document_test.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/test/widget/profile_widgets_test.dart,flutter_app/test/widget/profile_widgets_test.dart,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/web/favicon.png,flutter_app/web/favicon.png,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/web/icons/Icon-192.png,flutter_app/web/icons/Icon-192.png,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/web/icons/Icon-512.png,flutter_app/web/icons/Icon-512.png,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/web/icons/Icon-maskable-192.png,flutter_app/web/icons/Icon-maskable-192.png,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/web/icons/Icon-maskable-512.png,flutter_app/web/icons/Icon-maskable-512.png,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
flutter_app/web/manifest.json,flutter_app/web/manifest.json,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/2026-07-07_remediation_plan_for_opus48.md,plans/2026-07-07_remediation_plan_for_opus48.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/NAJM_PRELAUNCH_AUDIT.md,plans/NAJM_PRELAUNCH_AUDIT.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/PHASE_3_operational_readiness_and_DR_certification.md,plans/PHASE_3_operational_readiness_and_DR_certification.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/STATUS.md,plans/STATUS.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/legacy-payments-analysis.md,plans/legacy-payments-analysis.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/phase0-verification-report.md,plans/phase0-verification-report.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/phase1-verification-report.md,plans/phase1-verification-report.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/phase2-verification-report.md,plans/phase2-verification-report.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/phase2/production-readiness.md,plans/phase2/production-readiness.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/phase2/rollback-runbook.md,plans/phase2/rollback-runbook.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/prompt-phase1-security.md,plans/prompt-phase1-security.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/prompt-phase2-production.md,plans/prompt-phase2-production.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
plans/remediation-plan-verified.md,plans/remediation-plan-verified.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/Dockerfile,python_services/Dockerfile,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/__init__.py,python_services/__init__.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/ai/__init__.py,python_services/ai/__init__.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/auto_bid/__init__.py,python_services/auto_bid/__init__.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/auto_bid/engine.py,python_services/auto_bid/engine.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/behavioral_learning/__init__.py,python_services/behavioral_learning/__init__.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/behavioral_learning/profile_rebuild_job.py,python_services/behavioral_learning/profile_rebuild_job.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/behavioral_learning/record_event_helper.py,python_services/behavioral_learning/record_event_helper.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/behavioral_learning/trade_event_service.py,python_services/behavioral_learning/trade_event_service.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/compatibility_scoring/__init__.py,python_services/compatibility_scoring/__init__.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/compatibility_scoring/scorer.py,python_services/compatibility_scoring/scorer.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/filter_engine/__init__.py,python_services/filter_engine/__init__.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/filter_engine/ai_bridge.py,python_services/filter_engine/ai_bridge.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/filter_engine/engine.py,python_services/filter_engine/engine.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/filter_engine/hybrid.py,python_services/filter_engine/hybrid.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/filter_engine/registry.py,python_services/filter_engine/registry.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/filter_engine/router.py,python_services/filter_engine/router.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/filter_engine/schema.py,python_services/filter_engine/schema.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/intelligence/__init__.py,python_services/intelligence/__init__.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/intelligence/engines/__init__.py,python_services/intelligence/engines/__init__.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/intelligence/engines/analytics_engine.py,python_services/intelligence/engines/analytics_engine.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/intelligence/engines/classification_engine.py,python_services/intelligence/engines/classification_engine.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/intelligence/engines/comparison_engine.py,python_services/intelligence/engines/comparison_engine.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/intelligence/engines/fatigue_engine.py,python_services/intelligence/engines/fatigue_engine.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
python_services/intelligence/engines/insight_engine.py,python_services/intelligence/engines/insight_engine.py,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
